,id_onibus,latitude,longitude,tempo_captura,tipo_veiculo
205,BB608,-25.393305,-49.283671,16:34,ARTICULADO
206,EB606,-25.417926,-49.242543,16:34,ARTICULADO
207,GB608,-25.455151,-49.231123,16:34,ARTICULADO
208,BB305,-25.443351,-49.304933,16:33,HIBRIDO
209,BI010,-25.363835,-49.232016,16:31,COMUM
210,HI859,-25.435475,-49.299166,16:34,MICRO ESPECIAL
211,BI861,-25.418805,-49.269253,16:33,MICRO ESPECIAL
212,JI852,-25.459681,-49.319403,16:33,MICRO ESPECIAL
213,JI851,-25.438368,-49.272418,16:33,MICRO ESPECIAL
214,JL324,-25.435886,-49.306266,16:33,PADRON
215,HL322,-25.433728,-49.252423,16:33,PADRON
216,DC086,-25.452116,-49.214903,16:34,COMUM
217,DN602,-25.481978,-49.195015,16:34,MICRO ESPECIAL
218,DN600,-25.491905,-49.207451,16:34,MICRO ESPECIAL
219,DN607,-25.439256,-49.266061,16:33,MICRO ESPECIAL
220,MI852,-25.403136,-49.3514,16:34,MICRO ESPECIAL
221,MN609,-25.396765,-49.345258,16:34,MICRO ESPECIAL
222,MI855,-25.410691,-49.347126,16:34,MICRO ESPECIAL
223,EI012,-25.51805,-49.230811,16:34,COMUM
224,EI009,-25.522953,-49.250148,16:34,COMUM
225,GI023,-25.523725,-49.293485,16:31,COMUM
226,EI016,-25.539793,-49.241913,16:34,COMUM
227,EI010,-25.464251,-49.244983,16:33,COMUM
228,EI001,-25.488563,-49.275203,16:33,COMUM
229,GE602,-25.454698,-49.260451,16:34,ARTICULADO
230,KE708,-25.515705,-49.230623,16:31,BIARTICULADO
231,GE601,-25.44706,-49.264025,16:34,ARTICULADO
232,GI021,-25.551373,-49.277416,16:34,COMUM
233,GI854,-25.536145,-49.283566,16:34,MICRO ESPECIAL
234,GI851,-25.474635,-49.277901,16:34,MICRO ESPECIAL
235,HI047,-25.515476,-49.304386,16:33,COMUM
236,HI850,-25.420331,-49.269016,16:33,MICRO ESPECIAL
237,BI867,-25.382093,-49.23866,16:34,MICRO ESPECIAL
238,BC904,-25.438136,-49.358146,16:34,MICRO ESPECIAL
239,BC307,-25.417946,-49.264561,16:33,PADRON
240,BC302,-25.40744,-49.255025,16:34,PADRON
241,BI858,-25.425191,-49.271463,16:33,MICRO ESPECIAL
242,BI862,-25.380775,-49.279766,16:34,MICRO ESPECIAL
243,BI873,-25.380528,-49.237351,16:34,MICRO ESPECIAL
244,BI869,-25.385131,-49.261628,16:34,MICRO ESPECIAL
245,BI871,-25.424911,-49.268835,16:34,MICRO ESPECIAL
246,BI013,-25.410163,-49.204105,16:34,COMUM
247,HI036,-25.50041,-49.354265,16:26,COMUM
248,HI033,-25.511905,-49.332431,16:34,COMUM
249,JI850,-25.483855,-49.35029,16:33,MICRO ESPECIAL
250,JI864,-25.480925,-49.33709,16:33,MICRO ESPECIAL
251,MN608,-25.392656,-49.334936,16:34,MICRO ESPECIAL
252,MN603,-25.426383,-49.279651,16:33,MICRO ESPECIAL
253,CI007,-25.385168,-49.20522,16:34,COMUM
254,MI854,-25.36895,-49.326733,16:34,MICRO ESPECIAL
255,EI015,-25.521673,-49.239101,16:34,COMUM
256,GI031,-25.545598,-49.251303,16:34,COMUM
257,EI003,-25.496885,-49.22871,16:34,COMUM
258,EL328,-25.495273,-49.24063,16:34,PADRON
259,BL330,-25.414146,-49.267471,16:34,PADRON
260,BL317,-25.450303,-49.255548,16:34,PADRON
261,EI013,-25.516733,-49.248963,16:33,COMUM
262,GI850,-25.465348,-49.270505,16:34,MICRO ESPECIAL
263,GI020,-25.55701,-49.296125,16:34,COMUM
264,HI012,-25.483636,-49.332166,16:34,COMUM
265,HI852,-25.532946,-49.334376,16:34,MICRO ESPECIAL
266,HI860,-25.484158,-49.317288,16:33,MICRO ESPECIAL
267,BI887,-25.376873,-49.224331,16:33,MICRO ESPECIAL
268,BI879,-25.436768,-49.209815,16:34,MICRO ESPECIAL
269,XY041,-25.445173,-49.251778,16:34,PADRON
270,HI606,-25.476126,-49.2924,16:33,ARTICULADO
271,DA698,-25.407451,-49.252901,16:33,ARTICULADO
272,JI866,-25.470725,-49.351931,16:33,MICRO ESPECIAL
273,JI863,-25.4566,-49.351441,16:33,MICRO ESPECIAL
274,JI015,-25.464221,-49.34011,16:33,COMUM
275,JI948,-25.44179,-49.286258,16:33,MICRO ESPECIAL
276,JI862,-25.443391,-49.289618,16:33,MICRO ESPECIAL
277,JI865,-25.471341,-49.32388,16:34,MICRO ESPECIAL
278,HI039,-25.517548,-49.295666,16:34,COMUM
279,HI027,-25.564821,-49.328428,16:34,COMUM
280,DC093,-25.487945,-49.199925,16:34,COMUM
281,HI007,-25.517033,-49.32636,16:34,COMUM
282,GI033,-25.523435,-49.243628,16:33,COMUM
283,HA029,-25.483615,-49.348721,16:33,COMUM
284,HI044,-25.500935,-49.319798,16:34,COMUM
285,HL323,-25.488111,-49.296665,16:34,PADRON
286,HL325,-25.471235,-49.284896,16:33,PADRON
287,HL317,-25.406418,-49.251986,16:34,PADRON
288,GI028,-25.536233,-49.27287,16:34,COMUM
289,GI053,-25.555943,-49.267336,16:34,COMUM
290,GI019,-25.549495,-49.292235,16:34,COMUM
291,HI034,-25.492693,-49.311156,16:34,COMUM
292,BI023,-25.373225,-49.274396,16:33,COMUM
293,BI899,-25.40634,-49.247761,16:34,MICRO ESPECIAL
294,GI047,-25.531545,-49.267461,16:34,COMUM
295,BI898,-25.420273,-49.274676,16:33,MICRO ESPECIAL
296,GI035,-25.465481,-49.278475,16:34,COMUM
297,BC026,-25.381678,-49.300835,16:33,COMUM
298,GI032,-25.513175,-49.29476,16:33,COMUM
299,BI021,-25.37558,-49.219518,16:33,COMUM
300,BI902,-25.374785,-49.223263,16:34,MICRO ESPECIAL
301,BI860,-25.39408,-49.2168,16:33,MICRO ESPECIAL
302,BC009,-25.39292,-49.303345,16:33,COMUM
303,HI017,-25.439065,-49.273533,16:34,COMUM
304,BI009,-25.409991,-49.220123,16:33,COMUM
305,BI874,-25.35872,-49.24195,16:33,MICRO ESPECIAL
306,BI868,-25.378745,-49.262576,16:33,MICRO ESPECIAL
307,BI864,-25.398013,-49.236941,16:34,MICRO ESPECIAL
308,GI858,-25.4487,-49.268775,16:33,MICRO ESPECIAL
309,BC031,-25.417055,-49.204128,16:34,COMUM
310,BI878,-25.353971,-49.258495,16:34,MICRO ESPECIAL
311,BI026,-25.447296,-49.256198,16:34,COMUM
312,BI885,-25.423998,-49.253513,16:33,MICRO ESPECIAL
313,BC941,-25.44779,-49.30836,16:34,MICRO ESPECIAL
314,BI877,-25.417426,-49.225178,16:34,MICRO ESPECIAL
315,BI001,-25.407963,-49.250255,16:33,COMUM
316,BI019,-25.38266,-49.25119,16:31,COMUM
317,BI872,-25.383201,-49.256395,16:34,MICRO ESPECIAL
318,BI028,-25.450553,-49.252888,16:33,COMUM
319,BI016,-25.385181,-49.248,16:33,COMUM
320,BI866,-25.435333,-49.244448,16:34,MICRO ESPECIAL
321,BC305,-25.420136,-49.274686,16:34,PADRON
322,BC852,-25.423015,-49.263568,16:34,MICRO ESPECIAL
323,BI900,-25.436925,-49.212115,16:34,MICRO ESPECIAL
324,BC023,-25.426486,-49.256566,16:33,COMUM
325,BI890,-25.414071,-49.322235,16:33,MICRO ESPECIAL
326,MN605,-25.42499,-49.278715,16:34,MICRO ESPECIAL
327,MI853,-25.419803,-49.294093,16:33,MICRO ESPECIAL
328,MN405,-25.429513,-49.277501,16:34,MICRO ESPECIAL
329,MN607,-25.419751,-49.293976,16:34,MICRO ESPECIAL
330,DA291,-25.467736,-49.194721,16:33,COMUM
331,DA029,-25.450416,-49.228068,16:33,COMUM
332,DC085,-25.468816,-49.207885,16:33,COMUM
333,DA292,-25.516763,-49.230708,16:33,COMUM
334,DA295,-25.467916,-49.255746,16:33,COMUM
335,09025,-25.47255,-49.29442,16:33,NAO ESPECIFICADO
336,HL311,-25.537481,-49.30697,16:30,PADRON
337,JL313,-25.448725,-49.366016,16:33,PADRON
338,BI027,-25.415365,-49.281263,16:34,COMUM
339,00026,-25.473376,-49.251426,16:34,NAO ESPECIFICADO
340,GI052,-25.548366,-49.292395,16:33,COMUM
341,JA036,-25.449313,-49.365935,16:34,COMUM
342,EL074,-25.468086,-49.255885,16:33,PADRON
343,MC304,-25.419201,-49.294723,16:34,PADRON
344,BC002,-25.39525,-49.242931,16:30,COMUM
345,DE721,-25.467765,-49.255333,16:32,BIARTICULADO
346,HA008,-25.539268,-49.307765,16:33,COMUM
347,HA605,-25.53913,-49.307486,16:32,ARTICULADO
348,KE704,-25.467066,-49.254878,16:33,BIARTICULADO
349,GI015,-25.549583,-49.292156,16:33,COMUM
350,EL333,-25.467323,-49.255868,16:34,PADRON
351,BA029,-25.398523,-49.212471,16:34,COMUM
352,DA301,-25.469011,-49.254901,16:33,PADRON
353,EA212,-25.468298,-49.256111,16:33,COMUM
354,03014,-25.49212,-49.29308,16:33,NAO ESPECIFICADO
355,HI003,-25.53886,-49.308026,16:33,COMUM
356,HC854,-25.53721,-49.306756,16:33,MICRO ESPECIAL
357,HE723,-25.539096,-49.308275,16:33,BIARTICULADO
358,JC011,-25.449481,-49.366983,16:33,COMUM
359,00068,-25.53258,-49.2618,16:33,NAO ESPECIFICADO
360,EA075,-25.468358,-49.255781,16:33,COMUM
361,JC317,-25.449363,-49.366793,16:34,PADRON
362,GI046,-25.548551,-49.292315,16:34,COMUM
363,01000,-25.40131,-49.32976,16:34,NAO ESPECIFICADO
364,00015,-25.50624,-49.23518,16:33,NAO ESPECIFICADO
365,03047,-25.43778,-49.26699,16:34,NAO ESPECIFICADO
366,03028,-25.42835,-49.27325,16:33,NAO ESPECIFICADO
367,05048,-25.40999,-49.2559,16:32,NAO ESPECIFICADO
368,DL311,-25.467821,-49.254855,16:34,PADRON
369,GI008,-25.549803,-49.292093,16:33,COMUM
370,07001,-25.400444,-49.33105,16:34,NAO ESPECIFICADO
371,BE714,-25.39458,-49.242753,16:33,BIARTICULADO
372,MC302,-25.419305,-49.294511,16:34,PADRON
373,02028,-25.43239,-49.26446,16:33,NAO ESPECIFICADO
374,JL305,-25.448633,-49.366115,16:32,PADRON
375,HI603,-25.53843,-49.307563,16:33,ARTICULADO
376,HI030,-25.539145,-49.3078,16:33,COMUM
377,00070,-25.467731,-49.25552,16:34,NAO ESPECIFICADO
378,05045,-25.415276,-49.260627,16:34,NAO ESPECIFICADO
379,BI857,-25.398776,-49.21298,16:34,MICRO ESPECIAL
380,GL310,-25.5487,-49.290878,16:34,PADRON
381,HI854,-25.53723,-49.30668,16:32,MICRO ESPECIAL
382,BI004,-25.399121,-49.21255,16:34,COMUM
383,JA023,-25.449155,-49.365886,16:28,COMUM
384,JL603,-25.449161,-49.367215,16:34,ARTICULADO
385,HL303,-25.537546,-49.307235,16:32,PADRON
386,EA024,-25.469148,-49.255408,16:33,COMUM
387,HD252,-25.53883,-49.307046,16:34,BIARTICULADO
388,BI014,-25.395116,-49.24256,16:32,COMUM
389,03032,-25.4569,-49.28852,16:33,NAO ESPECIFICADO
390,GL300,-25.548346,-49.291026,16:33,PADRON
391,EA001,-25.468326,-49.256095,16:34,COMUM
392,HA014,-25.540416,-49.308051,16:33,COMUM
393,03036,-25.44826,-49.28802,16:33,NAO ESPECIFICADO
394,HE707,-25.539413,-49.308078,16:33,BIARTICULADO
395,HL321,-25.537516,-49.306875,16:33,PADRON
396,HI016,-25.538788,-49.308016,16:33,COMUM
397,BE703,-25.394898,-49.242423,16:33,BIARTICULADO
398,JL601,-25.449181,-49.36722,16:28,ARTICULADO
399,HA126,-25.538686,-49.308056,16:34,COMUM
400,06027,-25.438397,-49.238611,16:34,NAO ESPECIFICADO
401,BB303,-25.510903,-49.3417,16:33,HIBRIDO
402,GE704,-25.549641,-49.291465,16:33,BIARTICULADO
403,DE711,-25.467913,-49.255153,16:33,BIARTICULADO
404,BL601,-25.414883,-49.28089,16:33,ARTICULADO
405,03023,-25.44181,-49.26821,16:34,NAO ESPECIFICADO
406,HA606,-25.538933,-49.307368,16:33,ARTICULADO
407,JE708,-25.448996,-49.366463,16:34,BIARTICULADO
408,HL494,-25.53793,-49.30685,16:31,PADRON
409,08060,-25.435968,-49.274617,16:33,NAO ESPECIFICADO
410,EL075,-25.46766,-49.256341,16:34,PADRON
411,EL312,-25.467708,-49.256575,16:34,PADRON
412,GI036,-25.548896,-49.292206,16:34,COMUM
413,HA004,-25.539121,-49.30727,16:33,COMUM
414,HE602,-25.53841,-49.30716,16:33,ARTICULADO
415,BA018,-25.415156,-49.280493,16:33,COMUM
