,id_onibus,latitude,longitude,tempo_captura,tipo_veiculo
0,GI035,-25.521773,-49.291726,16:14,COMUM
1,JL316,-25.448596,-49.365731,16:14,PADRON
2,JL318,-25.339335,-49.271106,16:14,PADRON
3,JL305,-25.46275,-49.304338,16:14,PADRON
4,JL320,-25.399863,-49.260136,16:14,PADRON
5,JL310,-25.439566,-49.262361,16:14,PADRON
6,JL324,-25.43032,-49.289586,16:13,PADRON
7,DE712,-25.43575,-49.274506,16:14,BIARTICULADO
8,DE711,-25.469043,-49.208411,16:14,BIARTICULADO
9,GE707,-25.436845,-49.273463,16:14,BIARTICULADO
10,DE701,-25.437256,-49.26557,16:14,BIARTICULADO
11,DE703,-25.437935,-49.313111,16:14,BIARTICULADO
12,JE702,-25.43544,-49.305363,16:14,BIARTICULADO
13,JE706,-25.446671,-49.217111,16:14,BIARTICULADO
14,DE716,-25.44202,-49.217895,16:14,BIARTICULADO
15,DE714,-25.438655,-49.333328,16:14,BIARTICULADO
16,JE700,-25.440998,-49.342338,16:14,BIARTICULADO
17,JE701,-25.435956,-49.262401,16:14,BIARTICULADO
18,JE703,-25.438066,-49.238726,16:14,BIARTICULADO
19,JE705,-25.465498,-49.209725,16:14,BIARTICULADO
20,DE709,-25.430326,-49.292683,16:14,BIARTICULADO
21,DE719,-25.439373,-49.237703,16:14,BIARTICULADO
22,DE706,-25.430551,-49.293531,16:14,BIARTICULADO
23,JE708,-25.434261,-49.276425,16:13,BIARTICULADO
24,DE713,-25.433728,-49.27726,16:14,BIARTICULADO
25,DE710,-25.471823,-49.211351,16:14,BIARTICULADO
26,DE718,-25.44157,-49.34702,16:14,BIARTICULADO
27,DE707,-25.441735,-49.26672,16:14,BIARTICULADO
28,GE709,-25.434201,-49.27042,16:14,BIARTICULADO
29,JE848,-25.43114,-49.279381,16:14,BIARTICULADO
30,JE704,-25.449273,-49.363996,16:14,BIARTICULADO
31,JE709,-25.450701,-49.363366,16:14,BIARTICULADO
32,JE846,-25.448901,-49.36536,16:14,BIARTICULADO
33,JB609,-25.511253,-49.332115,16:14,ARTICULADO
34,JB607,-25.513623,-49.298403,16:14,ARTICULADO
35,GB609,-25.47716,-49.327466,16:14,ARTICULADO
36,HB694,-25.477901,-49.331975,16:14,ARTICULADO
37,HB610,-25.457525,-49.347301,16:14,ARTICULADO
38,HB699,-25.44177,-49.347661,16:14,ARTICULADO
39,GB610,-25.425811,-49.352966,16:14,ARTICULADO
40,HB605,-25.411788,-49.350166,16:14,ARTICULADO
41,MB699,-25.44312,-49.343781,16:14,ARTICULADO
42,HA609,-25.400735,-49.330728,16:14,ARTICULADO
43,JB608,-25.511486,-49.324731,16:14,ARTICULADO
44,JI604,-25.45533,-49.303945,16:14,ARTICULADO
45,MB601,-25.404081,-49.325128,16:14,ARTICULADO
46,MB605,-25.471265,-49.318653,16:14,ARTICULADO
47,HI610,-25.527603,-49.314273,16:14,ARTICULADO
48,HB697,-25.495245,-49.342316,16:14,ARTICULADO
49,HB609,-25.5034,-49.340998,16:13,ARTICULADO
50,JB611,-25.441883,-49.349213,16:14,ARTICULADO
51,HR117,-25.539975,-49.307956,16:14,ARTICULADO
52,MR106,-25.44146,-49.345658,16:14,ARTICULADO
53,MB698,-25.419366,-49.29458,16:14,ARTICULADO
54,GB611,-25.517895,-49.292165,16:14,ARTICULADO
55,GB600,-25.511896,-49.32436,16:14,ARTICULADO
56,JI948,-25.453181,-49.331225,16:14,MICRO ESPECIAL
57,JI851,-25.434781,-49.276095,16:14,MICRO ESPECIAL
58,GE727,-25.508233,-49.285478,16:14,BIARTICULADO
59,HE704,-25.485096,-49.266716,16:13,BIARTICULADO
60,HE719,-25.439513,-49.267786,16:14,BIARTICULADO
61,GE734,-25.506475,-49.284171,16:14,BIARTICULADO
62,HE703,-25.46807,-49.25343,16:14,BIARTICULADO
63,GE710,-25.442311,-49.266456,16:13,BIARTICULADO
64,GE724,-25.549388,-49.290473,16:14,BIARTICULADO
65,HE718,-25.476511,-49.259753,16:14,BIARTICULADO
66,GE732,-25.448101,-49.263466,16:14,BIARTICULADO
67,KE705,-25.514585,-49.231181,16:14,BIARTICULADO
68,KE704,-25.440733,-49.267195,16:14,BIARTICULADO
69,KE702,-25.450863,-49.26226,16:14,BIARTICULADO
70,KE703,-25.486363,-49.245008,16:14,BIARTICULADO
71,GE600,-25.470883,-49.252425,16:14,ARTICULADO
72,GR032,-25.433788,-49.270311,16:14,ARTICULADO
73,KE701,-25.444523,-49.265283,16:14,BIARTICULADO
74,KA601,-25.527128,-49.329638,16:14,ARTICULADO
75,JI600,-25.481886,-49.325026,16:14,ARTICULADO
76,KA604,-25.532086,-49.297603,16:14,ARTICULADO
77,KA697,-25.527133,-49.25204,16:14,ARTICULADO
78,GI602,-25.534425,-49.267836,16:14,ARTICULADO
79,GI603,-25.548583,-49.291601,16:13,ARTICULADO
80,JC314,-25.476868,-49.328195,16:14,PADRON
81,HI039,-25.499613,-49.346641,16:14,COMUM
82,JA030,-25.49677,-49.346261,16:14,COMUM
83,JI022,-25.487495,-49.346956,16:14,COMUM
84,HI035,-25.491548,-49.293345,16:14,COMUM
85,HI015,-25.49551,-49.29852,16:14,COMUM
86,JA024,-25.492633,-49.313301,16:14,COMUM
87,HA193,-25.492625,-49.298625,16:14,COMUM
88,MI005,-25.411743,-49.35968,16:14,COMUM
89,CI008,-25.41137,-49.201655,16:14,COMUM
90,CI003,-25.386783,-49.211105,16:14,COMUM
91,CL301,-25.452498,-49.230031,16:14,PADRON
92,BL605,-25.422601,-49.291028,16:13,ARTICULADO
93,HL318,-25.42346,-49.241863,16:14,PADRON
94,BL604,-25.472981,-49.290623,16:13,ARTICULADO
95,BL610,-25.49502,-49.287178,16:14,ARTICULADO
96,BL602,-25.43302,-49.296428,16:14,ARTICULADO
97,BL600,-25.482506,-49.24697,16:14,ARTICULADO
98,CL699,-25.457538,-49.302653,16:14,ARTICULADO
99,CL601,-25.40727,-49.253258,16:14,ARTICULADO
100,CL602,-25.38188,-49.18578,16:14,ARTICULADO
101,DR804,-25.445795,-49.234375,16:14,ARTICULADO
102,ML308,-25.415726,-49.266323,16:14,PADRON
103,MI854,-25.383143,-49.3663,16:14,MICRO ESPECIAL
104,BC025,-25.410005,-49.291868,16:14,COMUM
105,BC026,-25.453498,-49.27257,16:14,COMUM
106,BI007,-25.413136,-49.205475,16:14,COMUM
107,BI008,-25.417556,-49.258835,16:14,COMUM
108,JI852,-25.452901,-49.377396,16:14,MICRO ESPECIAL
109,JC303,-25.443431,-49.272581,16:14,PADRON
110,JC309,-25.466643,-49.328511,16:14,PADRON
111,JC316,-25.435203,-49.273423,16:14,PADRON
112,JA300,-25.451488,-49.361613,16:14,PADRON
113,HI013,-25.512033,-49.332658,16:14,COMUM
114,HI003,-25.456481,-49.36008,16:14,COMUM
115,HC004,-25.444455,-49.352255,16:14,COMUM
116,HA126,-25.505766,-49.3407,16:14,COMUM
117,HI023,-25.539,-49.307998,16:14,COMUM
118,GI019,-25.591301,-49.276096,16:14,COMUM
119,GI018,-25.512915,-49.294753,16:14,COMUM
120,JI863,-25.471326,-49.315398,16:14,MICRO ESPECIAL
121,EI015,-25.500508,-49.24671,16:14,COMUM
122,EI019,-25.502843,-49.258218,16:14,COMUM
123,HI026,-25.542023,-49.302618,16:14,COMUM
124,HA006,-25.583273,-49.323136,16:14,COMUM
125,HC013,-25.541916,-49.321066,16:14,COMUM
126,HA017,-25.575201,-49.329968,16:14,COMUM
127,HC005,-25.538293,-49.30779,16:14,COMUM
128,HI022,-25.615593,-49.343785,16:14,COMUM
129,HA022,-25.594693,-49.316216,16:14,COMUM
130,HA604,-25.513276,-49.294883,16:14,ARTICULADO
131,GE723,-25.500966,-49.237911,16:14,BIARTICULADO
132,GE725,-25.44566,-49.264781,16:14,BIARTICULADO
133,GE716,-25.473525,-49.251245,16:14,BIARTICULADO
134,GE714,-25.455945,-49.25984,16:14,BIARTICULADO
135,GE729,-25.433933,-49.270556,16:14,BIARTICULADO
136,GD349,-25.550788,-49.300105,16:14,BIARTICULADO
137,GE708,-25.5079,-49.28523,16:14,BIARTICULADO
138,GE731,-25.448396,-49.263393,16:14,BIARTICULADO
139,DN604,-25.45861,-49.239188,16:14,MICRO ESPECIAL
140,BI019,-25.372711,-49.211528,16:14,COMUM
141,BA027,-25.3893,-49.236773,16:14,COMUM
142,BC030,-25.419075,-49.210883,16:14,COMUM
143,BC316,-25.427801,-49.249253,16:14,HIBRIDO
144,CC301,-25.41641,-49.201856,16:13,HIBRIDO
145,BC032,-25.4292,-49.266678,16:14,COMUM
146,BC314,-25.430108,-49.213173,16:14,HIBRIDO
147,JI601,-25.455501,-49.247805,16:14,ARTICULADO
148,JB604,-25.477328,-49.327391,16:14,ARTICULADO
149,JB610,-25.468325,-49.281618,16:14,ARTICULADO
150,GB607,-25.459043,-49.250738,16:14,ARTICULADO
151,EB607,-25.477466,-49.292035,16:14,ARTICULADO
152,KB604,-25.46755,-49.254731,16:14,ARTICULADO
153,EB601,-25.475816,-49.287633,16:14,ARTICULADO
154,EB608,-25.467391,-49.255813,16:14,ARTICULADO
155,EB605,-25.454736,-49.215473,16:14,ARTICULADO
156,JI603,-25.444491,-49.27063,16:14,ARTICULADO
157,JI602,-25.466636,-49.316173,16:14,ARTICULADO
158,JC306,-25.448531,-49.286081,16:14,PADRON
159,JC308,-25.482815,-49.34601,16:14,PADRON
160,JC310,-25.459211,-49.302123,16:14,PADRON
