,latitude,longitude,tempo_captura,id_onibus
0,-23.465463,-46.583659499999996,2023-05-01T19:34:06Z,25142
1,-23.432447249999996,-46.57144625,2023-05-01T19:33:55Z,25056
2,-23.43905,-46.5802925,2023-05-01T19:34:00Z,25152
3,-23.4385845,-46.5835835,2023-05-01T19:33:46Z,25145
4,-23.5321725,-46.633307,2023-05-01T19:34:09Z,25148
5,-23.432447249999996,-46.57144625,2023-05-01T19:34:08Z,25127
6,-23.5264125,-46.667292,2023-05-01T19:34:13Z,25176
7,-23.432447249999996,-46.57144625,2023-05-01T19:34:19Z,25143
8,-23.5037955,-46.6213065,2023-05-01T19:33:45Z,25141
9,-23.4810175,-46.604896999999994,2023-05-01T19:34:12Z,26159
10,-23.477825250000002,-46.609804999999994,2023-05-01T19:31:46Z,26167
11,-23.489486,-46.573858,2023-05-01T19:32:07Z,26460
12,-23.449526,-46.608027,2023-05-01T19:34:17Z,26333
13,-23.481823,-46.60253925,2023-05-01T19:34:26Z,26102
14,-23.482442,-46.574034,2023-05-01T19:32:38Z,26371
15,-23.5173105,-46.425256000000005,2023-05-01T19:33:56Z,32037
16,-23.542745500000002,-46.470704,2023-05-01T19:33:47Z,32236
17,-23.526614000000002,-46.668097,2023-05-01T19:34:22Z,16044
18,-23.4610945,-46.693276499999996,2023-05-01T19:34:00Z,16708
19,-23.4617045,-46.69993,2023-05-01T19:34:12Z,16380
20,-23.504904,-46.6898445,2023-05-01T19:30:56Z,16104
21,-23.530189999999997,-46.677236,2023-05-01T19:34:00Z,16437
22,-23.472665250000002,-46.69103375,2023-05-01T19:34:14Z,16718
23,-23.5238285,-46.69968525,2023-05-01T19:33:59Z,16112
24,-23.4938495,-46.697156,2023-05-01T19:34:16Z,16083
25,-23.526403,-46.668815499999994,2023-05-01T19:34:25Z,16028
26,-23.548436375,-46.460986000000005,2023-05-01T19:34:27Z,36574
27,-23.559945,-46.415017750000004,2023-05-01T19:33:55Z,36092
28,-23.5599825,-46.4153285,2023-05-01T19:34:17Z,36014
29,-23.558509625,-46.439759125,2023-05-01T19:33:33Z,36120
30,-23.4805895,-46.6917275,2023-05-01T19:32:37Z,11576
31,-23.4615645,-46.69032075,2023-05-01T19:34:01Z,11572
32,-23.52288275,-46.6710535,2023-05-01T19:33:45Z,11571
33,-23.5422395,-46.636115000000004,2023-05-01T19:33:59Z,11577
34,-23.690517,-46.7737425,2023-05-01T19:34:24Z,73898
35,-23.6636725,-46.7077935,2023-05-01T19:34:19Z,73905
36,-23.684230499999998,-46.7698915,2023-05-01T19:34:01Z,73873
37,-23.690517,-46.7737425,2023-05-01T19:33:54Z,73856
38,-23.609165312499997,-46.667339875,2023-05-01T19:33:58Z,73913
39,-23.671774,-46.7412225,2023-05-01T19:34:18Z,73914
40,-23.637971375,-46.69459475000001,2023-05-01T19:34:21Z,73907
41,-23.690517,-46.7737425,2023-05-01T19:33:52Z,73862
42,-23.596337375,-46.651826625,2023-05-01T19:34:10Z,73900
43,-23.690517,-46.7737425,2023-05-01T19:33:57Z,73858
44,-23.5969325,-46.655863,2023-05-01T19:34:08Z,73889
45,-23.645304625,-46.700818999999996,2023-05-01T19:34:20Z,73922
46,-23.72415,-46.670852499999995,2023-05-01T19:34:06Z,66878
47,-23.716451499999998,-46.699146999999996,2023-05-01T19:33:53Z,66262
48,-23.655307,-46.7174685,2023-05-01T19:34:01Z,66736
49,-23.521162750000002,-46.463879000000006,2023-05-01T19:34:19Z,45758
50,-23.52274675,-46.45474975,2023-05-01T19:34:19Z,45440
51,-23.542630000000003,-46.468692000000004,2023-05-01T19:33:23Z,45310
52,-23.736596499999997,-46.6971045,2023-05-01T19:33:53Z,66882
53,-23.736596499999997,-46.6971045,2023-05-01T19:34:16Z,66408
54,-23.7546125,-46.6740805,2023-05-01T19:34:16Z,66967
55,-23.736596499999997,-46.6971045,2023-05-01T19:33:55Z,66021
56,-23.739089999999997,-46.666709499999996,2023-05-01T19:33:47Z,66093
57,-23.736596499999997,-46.6971045,2023-05-01T19:34:08Z,66889
58,-23.65796075,-46.75024425,2023-05-01T19:33:50Z,72823
59,-23.75487275,-46.66714025,2023-05-01T19:34:10Z,61511
60,-23.666004,-46.711965000000006,2023-05-01T19:33:56Z,61792
61,-23.619792750000002,-46.677544499999996,2023-05-01T19:33:51Z,61794
62,-23.585917000000002,-46.6549985,2023-05-01T19:33:10Z,61517
63,-23.6725285,-46.712324,2023-05-01T19:34:22Z,61799
64,-23.549540875,-46.741937437500006,2023-05-01T19:34:15Z,82729
65,-23.5337955,-46.7194965,2023-05-01T19:34:19Z,82760
66,-23.52472375,-46.59479025,2023-05-01T19:34:22Z,25119
67,-23.538731,-46.6048935,2023-05-01T19:34:02Z,25129
68,-23.775509999999997,-46.691679,2023-05-01T19:34:26Z,66184
69,-23.76784525,-46.71674175,2023-05-01T19:34:07Z,66612
70,-23.775877,-46.6912655,2023-05-01T19:34:27Z,66068
71,-23.775509999999997,-46.691679,2023-05-01T19:33:53Z,66956
72,-23.775509999999997,-46.691679,2023-05-01T19:34:17Z,66547
73,-23.775509999999997,-46.691679,2023-05-01T19:34:13Z,66052
74,-23.7760525,-46.691014499999994,2023-05-01T19:33:47Z,66957
75,-23.775509999999997,-46.691679,2023-05-01T19:34:08Z,66597
76,-23.459438249999998,-46.688077250000006,2023-05-01T19:34:01Z,11665
77,-23.559064749999997,-46.69769225,2023-05-01T19:34:17Z,11664
78,-23.5120405,-46.756833,2023-05-01T19:34:10Z,10659
79,-23.5250945,-46.7134585,2023-05-01T19:34:23Z,10656
80,-23.766647,-46.716179,2023-05-01T19:33:59Z,66699
81,-23.766647,-46.716179,2023-05-01T19:34:14Z,66037
82,-23.783673,-46.6827105,2023-05-01T19:34:21Z,66825
83,-23.7666735,-46.7160755,2023-05-01T19:34:09Z,66830
84,-23.783673,-46.6827105,2023-05-01T19:34:01Z,66098
85,-23.783673,-46.6827105,2023-05-01T19:33:46Z,66228
86,-23.783673,-46.6827105,2023-05-01T19:33:56Z,66791
87,-23.783673,-46.6827105,2023-05-01T19:33:49Z,66633
88,-23.783673,-46.6827105,2023-05-01T19:34:06Z,66036
89,-23.766647,-46.716179,2023-05-01T19:33:56Z,66260
90,-23.783673,-46.6827105,2023-05-01T19:34:08Z,66974
91,-23.783673,-46.6827105,2023-05-01T19:34:00Z,66164
92,-23.783673,-46.6827105,2023-05-01T19:34:21Z,66861
93,-23.783673,-46.6827105,2023-05-01T19:34:19Z,66938
94,-23.783673,-46.6827105,2023-05-01T19:34:21Z,66755
95,-23.7739725,-46.699782,2023-05-01T19:34:16Z,66126
96,-23.783673,-46.6827105,2023-05-01T19:34:09Z,66794
97,-23.783673,-46.6827105,2023-05-01T19:34:11Z,66669
98,-23.783673,-46.6827105,2023-05-01T19:33:46Z,66330
99,-23.7663975,-46.716035000000005,2023-05-01T19:34:04Z,66176
100,-23.783673,-46.6827105,2023-05-01T19:33:49Z,66122
101,-23.783823750000003,-46.68278600000001,2023-05-01T19:34:04Z,66298
102,-23.7729295,-46.7022055,2023-05-01T19:34:13Z,66057
103,-23.61005975,-46.49281925,2023-05-01T19:34:28Z,55123
104,-23.5845415,-46.491929,2023-05-01T19:34:05Z,55353
105,-23.5465725,-46.5420275,2023-05-01T19:33:55Z,55461
106,-23.583754,-46.4150015,2023-05-01T19:33:09Z,48278
107,-23.58417325,-46.44235325,2023-05-01T19:34:14Z,48077
108,-23.555415375,-46.464689875000005,2023-05-01T19:34:14Z,48767
109,-23.5291325,-46.515853,2023-05-01T19:33:54Z,48074
110,-23.787596999999998,-46.679432,2023-05-01T19:34:04Z,66302
111,-23.787596999999998,-46.679432,2023-05-01T19:34:25Z,66619
112,-23.766788,-46.716197,2023-05-01T19:33:59Z,66030
113,-23.766788,-46.716197,2023-05-01T19:34:09Z,66225
114,-23.787596999999998,-46.679432,2023-05-01T19:34:10Z,66003
115,-23.787596999999998,-46.679432,2023-05-01T19:33:51Z,66229
116,-23.787596999999998,-46.679432,2023-05-01T19:33:47Z,66230
117,-23.787596999999998,-46.679432,2023-05-01T19:33:52Z,66115
118,-23.77481925,-46.69873525,2023-05-01T19:33:49Z,66322
119,-23.787911,-46.680079,2023-05-01T19:33:53Z,66271
120,-23.5692555,-46.715265,2023-05-01T19:34:22Z,80023
121,-23.552204875,-46.66093425,2023-05-01T19:34:12Z,80065
122,-23.562170000000002,-46.764854125,2023-05-01T19:33:48Z,80061
123,-23.567136249999997,-46.69929375,2023-05-01T19:34:01Z,80062
124,-23.767591,-46.7163045,2023-05-01T19:34:15Z,66598
125,-23.766346,-46.716555,2023-05-01T19:33:45Z,66255
126,-23.767591,-46.7163045,2023-05-01T19:33:57Z,66409
127,-23.767591,-46.7163045,2023-05-01T19:33:49Z,66111
128,-23.767591,-46.7163045,2023-05-01T19:34:18Z,66610
